,latitude,longitude,cell_id,category
261,-32.91249999999161,-62.46249999999919,85,lights_no_people
262,-32.90416666665827,-60.904166666665844,85,lights_no_people
263,-32.887499999991604,-60.64583333333251,85,lights_no_people
264,-32.87916666665827,-62.68749999999919,85,lights_no_people
265,-32.85416666665827,-61.15416666666585,85,lights_no_people
266,-32.81249999999161,-61.39583333333252,85,lights_no_people
267,-32.804166666658276,-63.870833333332534,85,lights_no_people
268,-32.804166666658276,-68.82083333333257,85,lights_no_people
269,-32.77916666665827,-61.61249999999919,85,lights_no_people
270,-32.75416666665827,-63.79583333333253,85,lights_no_people
271,-32.737499999991606,-60.73749999999918,85,lights_no_people
272,-32.737499999991606,-68.4041666666659,85,lights_no_people
273,-32.72916666665827,-65.29583333333254,85,lights_no_people
274,-32.71249999999161,-68.61249999999923,85,lights_no_people
275,-32.68749999999161,-62.104166666665854,85,lights_no_people
276,-32.679166666658276,-61.52083333333252,85,lights_no_people
277,-32.679166666658276,-68.3291666666659,85,lights_no_people
278,-32.64583333332494,-62.295833333332524,85,lights_no_people
279,-32.612499999991606,-60.154166666665844,85,lights_no_people
280,-32.612499999991606,-62.69583333333253,85,lights_no_people
281,-32.59583333332494,-66.12916666666588,85,lights_no_people
282,-32.58749999999161,-69.3541666666659,85,lights_no_people
283,-32.579166666658274,-61.17083333333252,85,lights_no_people
284,-32.47083333332494,-61.579166666665856,85,lights_no_people
285,-32.4124999999916,-63.237499999999194,85,lights_no_people
286,-32.362499999991606,-61.35416666666585,85,lights_no_people
287,-32.34583333332493,-65.0124999999992,85,lights_no_people
288,-32.229166666658266,-65.80416666666588,85,lights_no_people
289,-32.195833333324934,-61.71249999999919,85,lights_no_people
290,-32.1874999999916,-64.2624999999992,85,lights_no_people
291,-32.1874999999916,-64.45416666666587,85,lights_no_people
292,-32.170833333324936,-64.12916666666587,85,lights_no_people
293,-32.1624999999916,-60.19583333333251,85,lights_no_people
294,-32.0624999999916,-60.46249999999918,85,lights_no_people
295,-32.0624999999916,-60.629166666665846,85,lights_no_people
296,-32.0374999999916,-63.5624999999992,85,lights_no_people
297,-32.02916666665827,-60.312499999999176,85,lights_no_people
298,-32.02916666665827,-61.220833333332514,85,lights_no_people
299,-32.012499999991604,-64.5624999999992,85,lights_no_people
300,-31.979166666658266,-68.42916666666589,85,lights_no_people
301,-31.970833333324933,-60.92916666666585,85,lights_no_people
302,-31.954166666658267,-68.6541666666659,85,lights_no_people
303,-31.9374999999916,-65.19583333333254,85,lights_no_people
304,-31.9124999999916,-63.679166666665864,85,lights_no_people
305,-31.895833333324934,-61.86249999999919,85,lights_no_people
306,-31.87083333332493,-62.72083333333253,85,lights_no_people
307,-31.74583333332493,-60.51249999999918,85,lights_no_people
308,-31.7374999999916,-68.31249999999923,85,lights_no_people
309,-31.729166666658266,-61.095833333332514,85,lights_no_people
310,-31.720833333324933,-65.0124999999992,85,lights_no_people
311,-31.6624999999916,-63.8874999999992,85,lights_no_people
312,-31.654166666658266,-64.42916666666588,85,lights_no_people
313,-31.654166666658266,-69.4791666666659,85,lights_no_people
314,-31.64583333332493,-68.28749999999923,85,lights_no_people
315,-31.637499999991597,-68.57083333333257,85,lights_no_people
316,-31.6124999999916,-60.71249999999918,85,lights_no_people
317,-31.595833333324933,-60.945833333332516,85,lights_no_people
318,-31.554166666658265,-61.07916666666585,85,lights_no_people
319,-31.554166666658265,-63.5374999999992,85,lights_no_people
320,-31.529166666658263,-68.74583333333257,85,lights_no_people
321,-31.52083333332493,-68.3541666666659,85,lights_no_people
322,-31.462499999991596,-68.74583333333257,85,lights_no_people
323,-31.454166666658264,-64.3874999999992,85,lights_no_people
324,-31.44583333332493,-60.92916666666585,85,lights_no_people
325,-31.437499999991598,-68.4041666666659,85,lights_no_people
326,-31.42083333332493,-62.09583333333252,85,lights_no_people
327,-31.412499999991596,-60.337499999999174,85,lights_no_people
328,-31.412499999991596,-63.054166666665864,85,lights_no_people
329,-31.412499999991596,-64.49583333333254,85,lights_no_people
330,-31.412499999991596,-68.52083333333256,85,lights_no_people
331,-31.34583333332493,-63.94583333333254,85,lights_no_people
332,-31.34583333332493,-64.35416666666588,85,lights_no_people
333,-31.337499999991596,-66.59583333333255,85,lights_no_people
334,-31.337499999991596,-69.4291666666659,85,lights_no_people
335,-31.329166666658264,-63.62916666666587,85,lights_no_people
336,-31.245833333324928,-61.49583333333252,85,lights_no_people
337,-31.245833333324928,-64.29583333333254,85,lights_no_people
338,-31.245833333324928,-64.47083333333254,85,lights_no_people
339,-31.187499999991594,-60.16249999999918,85,lights_no_people
340,-31.07916666665826,-64.4874999999992,85,lights_no_people
341,-30.970833333324926,-64.09583333333254,85,lights_no_people
342,-30.937499999991594,-61.55416666666585,85,lights_no_people
343,-30.86249999999159,-62.045833333332524,85,lights_no_people
344,-30.845833333324926,-65.00416666666588,85,lights_no_people
345,-30.787499999991592,-60.595833333332514,85,lights_no_people
346,-30.72916666665826,-64.80416666666588,85,lights_no_people
347,-30.70416666665826,-62.012499999999186,85,lights_no_people
348,-30.70416666665826,-64.07083333333253,85,lights_no_people
349,-30.629166666658257,-66.26249999999922,85,lights_no_people
350,-30.629166666658257,-67.47083333333256,85,lights_no_people
351,-30.42083333332492,-64.35416666666588,85,lights_no_people
352,-30.42083333332492,-69.23749999999924,85,lights_no_people
353,-30.362499999991588,-66.32083333333256,85,lights_no_people
354,-30.354166666658255,-61.912499999999184,85,lights_no_people
355,-30.304166666658254,-61.23749999999919,85,lights_no_people
356,-30.229166666658255,-68.74583333333257,85,lights_no_people
357,-30.21249999999159,-64.49583333333254,85,lights_no_people
358,-30.204166666658256,-69.12916666666591,85,lights_no_people
359,-38.12916666665831,-57.72083333333249,86,people_no_lights
360,-37.929166666658304,-57.77916666666583,86,people_no_lights
361,-35.17916666665829,-58.0208333333325,86,people_no_lights
362,-35.095833333324954,-57.97916666666583,86,people_no_lights
363,-34.98749999999162,-58.2458333333325,86,people_no_lights
364,-34.970833333324954,-58.56249999999917,86,people_no_lights
365,-34.95416666665829,-57.795833333332496,86,people_no_lights
366,-34.945833333324956,-56.154166666665816,86,people_no_lights
367,-34.845833333324954,-58.76249999999917,86,people_no_lights
368,-34.78749999999162,-54.920833333332475,86,people_no_lights
369,-34.779166666658284,-58.06249999999917,86,people_no_lights
370,-34.76249999999162,-56.39583333333249,86,people_no_lights
371,-34.695833333324956,-58.87916666666584,86,people_no_lights
372,-34.48749999999162,-54.329166666665806,86,people_no_lights
373,-34.45416666665828,-56.38749999999916,86,people_no_lights
374,-34.45416666665828,-57.82916666666583,86,people_no_lights
375,-34.37083333332495,-55.22916666666581,86,people_no_lights
376,-34.34583333332495,-56.70416666666582,86,people_no_lights
377,-34.34583333332495,-58.51249999999917,86,people_no_lights
378,-34.29583333332495,-58.63749999999917,86,people_no_lights
379,-34.10416666665828,-56.220833333332486,86,people_no_lights
380,-33.995833333324946,-58.27916666666584,86,people_no_lights
381,-33.53749999999161,-58.2208333333325,86,people_no_lights
382,-33.52916666665828,-53.36249999999913,86,people_no_lights
383,-33.520833333324944,-56.89583333333249,86,people_no_lights
384,-33.26249999999161,-58.02916666666583,86,people_no_lights
385,-33.22916666665827,-54.37916666666581,86,people_no_lights
386,-33.13749999999161,-58.304166666665836,86,people_no_lights
387,-32.704166666658274,-57.62916666666583,86,people_no_lights
388,-32.579166666658274,-53.3791666666658,86,people_no_lights
389,-32.37083333332494,-54.1541666666658,86,people_no_lights
390,-32.2374999999916,-53.0791666666658,86,people_no_lights
391,-32.012499999991604,-52.04583333333246,86,people_no_lights
392,-31.39583333332493,-52.67083333333246,86,people_no_lights
393,-31.362499999991595,-51.97916666666579,86,people_no_lights
394,-30.97916666665826,-54.670833333332475,86,people_no_lights
395,-30.86249999999159,-51.81249999999912,86,people_no_lights
396,-30.679166666658258,-51.40416666666579,86,people_no_lights
397,-30.545833333324925,-52.529166666665795,86,people_no_lights
398,-30.520833333324923,-53.48749999999914,86,people_no_lights
399,-30.41249999999159,-56.46249999999915,86,people_no_lights
400,-30.26249999999159,-54.920833333332475,86,people_no_lights
401,-30.17083333332492,-53.570833333332466,86,people_no_lights
402,-30.12083333332492,-51.962499999999125,86,people_no_lights
403,-30.004166666658254,-52.89583333333246,86,people_no_lights
404,-38.55416666665831,-58.73749999999917,86,lights_no_people
405,-38.345833333324975,-59.61249999999917,86,lights_no_people
406,-38.26249999999165,-57.8458333333325,86,lights_no_people
407,-38.162499999991645,-58.77916666666584,86,lights_no_people
408,-38.00416666665831,-57.5208333333325,86,lights_no_people
409,-37.845833333324975,-58.25416666666583,86,lights_no_people
410,-37.82916666665831,-57.512499999999164,86,lights_no_people
411,-37.67083333332497,-59.812499999999176,86,lights_no_people
412,-37.31249999999164,-59.13749999999917,86,lights_no_people
413,-37.26249999999164,-56.99583333333249,86,lights_no_people
414,-37.14583333332497,-58.4958333333325,86,lights_no_people
415,-37.112499999991634,-56.89583333333249,86,lights_no_people
416,-37.0041666666583,-57.129166666665824,86,lights_no_people
417,-36.8541666666583,-57.887499999999164,86,lights_no_people
418,-36.7791666666583,-59.86249999999918,86,lights_no_people
419,-36.770833333324966,-59.087499999999174,86,lights_no_people
420,-36.7041666666583,-56.70416666666582,86,lights_no_people
421,-36.5291666666583,-56.70416666666582,86,lights_no_people
422,-36.37083333332497,-56.73749999999916,86,lights_no_people
423,-36.3041666666583,-57.68749999999916,86,lights_no_people
424,-36.079166666658296,-57.81249999999916,86,lights_no_people
425,-36.02083333332496,-60.004166666665846,86,lights_no_people
426,-36.012499999991626,-59.10416666666584,86,lights_no_people
427,-35.762499999991626,-58.4958333333325,86,lights_no_people
428,-35.62916666665829,-59.78749999999918,86,lights_no_people
429,-35.56249999999162,-58.00416666666583,86,lights_no_people
430,-35.512499999991626,-58.329166666665834,86,lights_no_people
431,-35.43749999999162,-58.81249999999917,86,lights_no_people
432,-35.387499999991626,-59.34583333333251,86,lights_no_people
433,-35.37916666665829,-57.33749999999916,86,lights_no_people
434,-35.17916666665829,-59.09583333333251,86,lights_no_people
435,-35.162499999991624,-58.237499999999166,86,lights_no_people
436,-35.070833333324956,-57.512499999999164,86,lights_no_people
437,-35.037499999991624,-58.75416666666584,86,lights_no_people
438,-35.02083333332496,-58.41249999999917,86,lights_no_people
439,-35.004166666658286,-59.279166666665844,86,lights_no_people
440,-34.92083333332496,-58.95416666666584,86,lights_no_people
441,-34.89583333332495,-60.004166666665846,86,lights_no_people
442,-34.879166666658286,-55.054166666665814,86,lights_no_people
443,-34.79583333332495,-58.84583333333251,86,lights_no_people
444,-34.76249999999162,-59.687499999999176,86,lights_no_people
445,-34.654166666658284,-59.42916666666584,86,lights_no_people
446,-34.595833333324954,-58.95416666666584,86,lights_no_people
447,-34.562499999991616,-59.11249999999917,86,lights_no_people
448,-34.44583333332495,-59.44583333333251,86,lights_no_people
449,-34.379166666658286,-59.087499999999174,86,lights_no_people
450,-34.379166666658286,-59.82916666666584,86,lights_no_people
451,-34.254166666658286,-59.47083333333251,86,lights_no_people
452,-34.22083333332495,-58.06249999999917,86,lights_no_people
453,-34.17916666665828,-58.95416666666584,86,lights_no_people
454,-34.16249999999162,-59.79583333333251,86,lights_no_people
455,-34.10416666665828,-59.0458333333325,86,lights_no_people
456,-33.812499999991616,-59.51249999999918,86,lights_no_people
457,-33.679166666658276,-59.67083333333251,86,lights_no_people
458,-33.47916666665828,-60.004166666665846,86,lights_no_people
459,-33.13749999999161,-59.32083333333251,86,lights_no_people
460,-33.112499999991606,-58.22916666666583,86,lights_no_people
461,-33.012499999991604,-58.52916666666584,86,lights_no_people
462,-32.68749999999161,-58.88749999999917,86,lights_no_people
463,-32.47916666665827,-58.262499999999164,86,lights_no_people
464,-32.387499999991604,-59.79583333333251,86,lights_no_people
465,-32.37083333332494,-58.88749999999917,86,lights_no_people
466,-32.295833333324936,-59.145833333332504,86,lights_no_people
467,-32.20416666665827,-58.179166666665836,86,lights_no_people
468,-32.15416666665827,-58.41249999999917,86,lights_no_people
469,-32.1124999999916,-52.11249999999912,86,lights_no_people
470,-31.854166666658266,-59.02916666666584,86,lights_no_people
471,-31.62083333332493,-58.50416666666584,86,lights_no_people
472,-31.37083333332493,-58.045833333332496,86,lights_no_people
473,-31.27083333332493,-57.93749999999916,86,lights_no_people
474,-30.987499999991595,-57.92916666666583,86,lights_no_people
475,-30.945833333324927,-58.78749999999917,86,lights_no_people
476,-30.945833333324927,-59.78749999999918,86,lights_no_people
477,-30.754166666658257,-57.9958333333325,86,lights_no_people
478,-30.73749999999159,-59.629166666665846,86,lights_no_people
479,-30.570833333324924,-59.937499999999176,86,lights_no_people
480,-30.379166666658257,-58.75416666666584,86,lights_no_people
